Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,AP Amount,Description,Supplier Postcode,Supplier type,Contract Number,Project code,Expenditure type,VAT Registration Number,Purchase Invoice Number
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,MEDICINES MANAGEMENT - CLINICAL,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,4517.27,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,PROGRAMME PROJECTS,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,86076.1,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hlthcre-Foundation Trsts,LEARNING DIFFICULTIES,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33106244,303901.1,,M41 5SL, , , , ,654415538,100411-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-NHS Trst,CORPORATE COSTS & SERVICES,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,4651.82,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,81923.35,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-CQUIN,COMMUNITY SERVICES,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,1371.77,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,7117124.22,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,176081.43,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,67496.46,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Non Contract,COMMUNITY SERVICES,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,36138.35,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Non Contract,WINTER RESILIENCE,PENNINE ACUTE HOSPITALS NHS TRUST,33106248,124128.81,,BB3 0FG, , , , ,654418333,100420-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST,33106250,743.54,,WF3 1WE, , , , ,,100421-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST,33106250,64479.25,,WF3 1WE, , , , ,,100421-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,33106252,352.65,,LS9 7TF, , , , ,654944112,100419-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,33106252,28317.96,,LS9 7TF, , , , ,654944112,100419-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-F Trsts,CORPORATE COSTS & SERVICES,SALFORD ROYAL NHS FOUNDATION TRUST,33106254,1499.83,,BB3 0FG, , , , ,654939786,100415-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-F Trsts,PRIMARY CARE INVESTMENTS,SALFORD ROYAL NHS FOUNDATION TRUST,33106254,666.59,,BB3 0FG, , , , ,654939786,100415-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,33106254,17129.31,,BB3 0FG, , , , ,654939786,100415-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,SALFORD ROYAL NHS FOUNDATION TRUST,33106254,614.03,,BB3 0FG, , , , ,654939786,100415-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,33106254,1526365.51,,BB3 0FG, , , , ,654939786,100415-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SALFORD ROYAL NHS FOUNDATION TRUST,33106254,49380.4,,BB3 0FG, , , , ,654939786,100415-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Non Contract,PROGRAMME PROJECTS,SALFORD ROYAL NHS FOUNDATION TRUST,33106254,70825.45,,BB3 0FG, , , , ,654939786,100415-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,33106256,3314.92,,SK2 7JE, , , , ,654974295,100416-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,33106256,290.13,,SK2 7JE, , , , ,654974295,100416-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,33106256,238713.42,,SK2 7JE, , , , ,654974295,100416-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,33106256,24301.2,,SK2 7JE, , , , ,654974295,100416-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,33106257,5419,,OL6 9RW, , , , ,GB654945109,100417-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,33106257,413.43,,OL6 9RW, , , , ,GB654945109,100417-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,33106257,449187.22,,OL6 9RW, , , , ,GB654945109,100417-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,33106257,58195.77,,OL6 9RW, , , , ,GB654945109,100417-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,THE CHRISTIE NHS FOUNDATION TRUST,33106259,3954.8,,M20 4BX, , , , ,654916118,100418-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,THE CHRISTIE NHS FOUNDATION TRUST,33106259,358870.59,,M20 4BX, , , , ,654916118,100418-06-JUL-2020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,INHEALTH CATS LTD,33133843,92120,,HP11 1JL, , , , ,,CATIN000706
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,INHEALTH CATS LTD,33133879,92120,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/6018bff2-1224-51e2-bb65-c091fe541485,HP11 1JL, , , , ,,CATIN000725
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,INHEALTH CATS LTD,33133915,-92120,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/b6bc0357-3f98-5df5-afe8-a7d46cb68188,HP11 1JL, , , , ,,CATRT000080
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,INHEALTH CATS LTD,33133924,-92120,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/02fa65ce-5fc9-5071-ae8f-7c2e276e5342,HP11 1JL, , , , ,,CATRT000082
Department of Health,NHS Manchester CCG,31/07/2020,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,33141693,5751,,G70 6AA, , , , ,654457614,120PQ005592202103
Department of Health,NHS Manchester CCG,31/07/2020,Income tax <1Yr,BALANCE SHEET,HMRC,33141693,214305.02,,G70 6AA, , , , ,654457614,120PQ005592202103
Department of Health,NHS Manchester CCG,31/07/2020,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,33141693,8538,,G70 6AA, , , , ,654457614,120PQ005592202103
Department of Health,NHS Manchester CCG,31/07/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33141693,154909.02,,G70 6AA, , , , ,654457614,120PQ005592202103
Department of Health,NHS Manchester CCG,31/07/2020,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33141693,110352.75,,G70 6AA, , , , ,654457614,120PQ005592202103
Department of Health,NHS Manchester CCG,31/07/2020,Post Graduate Loan Payable,BALANCE SHEET,HMRC,33141693,73,,G70 6AA, , , , ,654457614,120PQ005592202103
Department of Health,NHS Manchester CCG,31/07/2020,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,33141693,-9492.45,,G70 6AA, , , , ,654457614,120PQ005592202103
Department of Health,NHS Manchester CCG,31/07/2020,Seconded-Basic Sal-Staff fm oth org,NON RECURRENT PROGRAMMES,TRAFFORD COUNCIL,33184676,29742,"Secondment of Vicky Sharrock. This has been in place since 01/04/17. We are now moving over to a PO system and this is catch up. This is a pass through cost and £106,730 will be reclaimed. This value is high due to it being LA.",M33 0GD, , , , ,149191256,1800267887
Department of Health,NHS Manchester CCG,31/07/2020,Seconded-Basic Sal-Staff fm oth org,NON RECURRENT PROGRAMMES,TRAFFORD COUNCIL,33184676,5948.4,http://nww.docserv.wyss.nhs.uk/synergyiim/dist/?val=2012537_12238506_20200623170218,M33 0GD, , , , ,149191256,1800267887
Department of Health,NHS Manchester CCG,31/07/2020,Recharge : Received,CONTRACT MANAGEMENT,NHS TRAFFORD CCG,33199493,30100,CCG INCOME  - NON CONTRACT 44811015,WF3 1WE, , , , ,,7013501952
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-F Trsts,IM&T,SALFORD ROYAL NHS FOUNDATION TRUST,33199495,59926.5,,BB3 0FG, , , , ,654939786,S0035699
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-F Trsts,PRIMARY CARE IT,SALFORD ROYAL NHS FOUNDATION TRUST,33199495,308142.33,,BB3 0FG, , , , ,654939786,S0035699
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Serv Recd-F Trsts,HUMAN RESOURCES,SALFORD ROYAL NHS FOUNDATION TRUST,33199499,383174.83,,BB3 0FG, , , , ,654939786,S0035707
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,CHILD AND ADOLESCENT MENTAL HEALTH,ENABLING FUTURES LTD,33199521,25000,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/568ad4d9-9b5f-53f1-87fa-31a5a9d5a645,SK14 8LA, , , , ,,EFL08220
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,THORNBURY COMMUNITY SERVICES,33208536,26902.52,CHC BLOCK PAYMENT 15TH TO 21ST JUL 2020,BS41 9FH, , , , ,GB676285493,COV19JUL20HW
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,LGBT FOUNDATION LTD,33240195,65000,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/d8093423-844e-5800-bbe2-4245ef11a7ce,M1 3HF, , , , ,GB792663881,4855
Department of Health,NHS Manchester CCG,31/07/2020,Basic Sal-Rechgs to-from Other NHS,SAFEGUARDING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,33240212,217724,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/8153c58a-6507-5be7-9fdd-103fad730553,M41 5SL, , , , ,654415538,465715
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,PROGRAMME PROJECTS,SELF HELP SERVICES,33240213,69029.2,,M15 4ZY, , , , ,,1043
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,PRIMARY CARE INVESTMENTS,URBAN VILLAGE MEDICAL CENTRE,33240220,29108.33,,M4 6EE, , , , ,,HCJUNE20
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,REABLEMENT,URBAN VILLAGE MEDICAL CENTRE,33240220,29066.25,,M4 6EE, , , , ,,HCJUNE20
Department of Health,NHS Manchester CCG,31/07/2020,Chrgs from SLA,IM&T,SALFORD ROYAL NHS FOUNDATION TRUST,33240248,29963.25,,BB3 0FG, , , , ,654939786,S0036836
Department of Health,NHS Manchester CCG,31/07/2020,Chrgs from SLA,PRIMARY CARE IT,SALFORD ROYAL NHS FOUNDATION TRUST,33240248,154071.17,,BB3 0FG, , , , ,654939786,S0036836
Department of Health,NHS Manchester CCG,31/07/2020,Chrgs from SLA,HUMAN RESOURCES,SALFORD ROYAL NHS FOUNDATION TRUST,33240250,270.75,,BB3 0FG, , , , ,654939786,S0036847
Department of Health,NHS Manchester CCG,31/07/2020,Chrgs from SLA,PROGRAMME PROJECTS,SALFORD ROYAL NHS FOUNDATION TRUST,33240250,191316.67,,BB3 0FG, , , , ,654939786,S0036847
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Voluntary Sector,COMMISSIONING SCHEMES,BIG LIFE CO (THE),33240252,75718.06,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/58e225da-467a-5a6c-9a5c-a2810fbfa2cb,M15 5DD, , , , ,818288205,36043
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Voluntary Sector,ACUTE ELDERLY SERVICES,BIG LIFE CO (THE),33240257,174334,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/6808c9a8-1b0a-56b5-93f4-783e9eb5a0ad,M15 5DD, , , , ,818288205,36042
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Othe Public Sector,COMMISSIONING SCHEMES,MANCHESTER CITY COUNCIL,33240269,101466,,M15 5NX, , , , ,GB149151958,8500613956
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,PRIMARY CARE INVESTMENTS,URBAN VILLAGE MEDICAL CENTRE,33240342,29108.33,,M4 6EE, , , , ,,HCJULY20
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,REABLEMENT,URBAN VILLAGE MEDICAL CENTRE,33240342,29066.25,,M4 6EE, , , , ,,HCJULY20
Department of Health,NHS Manchester CCG,31/07/2020,Recharge : Received,ACUTE ELDERLY SERVICES,MANCHESTER CITY COUNCIL,33255932,-119889.09,,M60 2LA, , , , ,GB149151958,8700032345
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,MANCHESTER CARE AND REPAIR LTD,33260991,37062,,M16 9EA, , , , ,,12580
Department of Health,NHS Manchester CCG,31/07/2020,Programme Support Costs,NON RECURRENT PROGRAMMES,MANCHESTER CARE AND REPAIR LTD,33260991,61810,,M16 9EA, , , , ,,12580
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,PROGRAMME PROJECTS,PRIMARY CARE MANCHESTER LTD,33260997,30043.5,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/f8bddccd-aab8-570e-a775-c42747549c7a,M40 7LH, , , , ,,A1391311
Department of Health,NHS Manchester CCG,31/07/2020,Services From Local Authorities,PROGRAMME PROJECTS,MANCHESTER CITY COUNCIL,33261013,28106.4,,M15 5NX, , , , ,GB149151958,8500613521
Department of Health,NHS Manchester CCG,31/07/2020,Seconded-Basic Sal-Staff fm oth org,NON RECURRENT PROGRAMMES,GREATER MANCHESTER COMBINED AUTHORITY (GMCA),33261032,38246.4,,M1 6EU, , , , ,287158171,613618
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,33278575,-632972,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/bd17ecb9-a19a-541d-9f6c-ebb94d8ebfa5,BB3 0FG, , , , ,654418333,Y0002803
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,33278609,632972,,BB3 0FG, , , , ,654418333,A0025510
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,K BOND HEALTHCARE LTD,33278657,35456.64,,M21 7SA, , , , ,,ALLRES72020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,ALTERNATIVE FUTURES GROUP,33278723,98425.9,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/5ff4f538-8e2e-5161-9c88-842d79ec6fc5,L34 1BN, , , , ,,AFSI063660
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,THORNBURY COMMUNITY SERVICES,33296795,26902.52,CHC BLOCK PAYMENT 22ND TO 28TH JUL 2020,BS41 9FH, , , , ,GB676285493,COV19JUL20JM
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,WESTWOOD HOMECARE,33296797,28947.91,CHC BLOCK PAYMENT 22ND TO 28TH JUL 2020,M16 7EU, , , , ,,COV19JUL20JO
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Voluntary Sector,ACUTE COMMISSIONING,MARIE STOPES INTERNATIONAL,33297198,54032.91,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/f37cbfee-cd17-52c2-85c6-98f8a17a7032,W1T 6LP, , , , ,882426016,MS200897
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,INTERMEDIATE CARE,EHC HARNHAM HOUSE LTD,33297201,111000,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/e78ba8ad-1b33-5a8b-b629-1411e5c72ce2,M20 3ZA, , , , ,,11090
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,NATIONAL UNPLANNED PREGNANCY ADVISORY SERVICE,33297203,81071.22,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/41cbee80-b16d-5411-86d8-f3236bb6e094,SK7 6HE, , , , ,,98
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Voluntary Sector,ACUTE COMMISSIONING,MARIE STOPES INTERNATIONAL,33297214,54032.91,https://nww.einvoice-prod.sbs.nhs.uk:8179/invoicepdf/cc909e7b-009d-5f93-a1aa-997d7c4ba36c,W1T 6LP, , , , ,882426016,MS201156
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,K BOND HEALTHCARE LTD,33309031,40246.86,,M21 7SA, , , , ,,ALLRES62020
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,TRANSITIONAL REHABILITATION UNIT LTD,33335988,39214.46,,WA11 9UY, , , , ,,36747
Department of Health,NHS Manchester CCG,31/07/2020,Programme Support Costs,NON RECURRENT PROGRAMMES,MANCHESTER CITY COUNCIL,33335998,157792,,M15 5NX, , , , ,GB149151958,8500606584
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,33336039,1666481,,BB3 0FG, , , , ,654939786,S0035858
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,33336043,1666481,,BB3 0FG, , , , ,654939786,S0035883
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,33336147,-1666481.12,,BB3 0FG, , , , ,654939786,Z0003714
Department of Health,NHS Manchester CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,33336154,-1666481.12,,BB3 0FG, , , , ,654939786,Z0003713
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Othe Public Sector,COMMISSIONING SCHEMES,MANCHESTER CITY COUNCIL,33336161,146645.5,,M60 2LA, , , , ,GB149151958,8500614827
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,K BOND HEALTHCARE LTD,33336168,-47295.99,,M21 7SA, , , , ,,CR0172020
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-Mental Health (<65),CHC ADULT FULLY FUNDED,K BOND HEALTHCARE LTD,33336168,-46112.75,,M21 7SA, , , , ,,CR0172020
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,MANCHESTER LMC,33336170,21271.3,,M11 3BB, , , , ,,Jun-20
Department of Health,NHS Manchester CCG,31/07/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,MANCHESTER LMC,33336170,1495.33,,M11 3BB, , , , ,,Jun-20
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,MANCHESTER LMC,33336170,3052.32,,M11 3BB, , , , ,,Jun-20
Department of Health,NHS Manchester CCG,31/07/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,MANCHESTER LMC,33336170,3297.6,,M11 3BB, , , , ,,Jun-20
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,TRANSITIONAL REHABILITATION UNIT LTD,33336180,39214.46,,WA11 9UY, , , , ,,37169
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,TRANSITIONAL REHABILITATION UNIT LTD,33336183,-39214.46,,WA11 9UY, , , , ,,821
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,ADVINIA HEALTH CARE LTD,33341296,31705.39,FNC JULY 2020,M18 8DF, , , , ,,FNCSCH420AE
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HC ONE LTD,33341344,47124.43,FNC JULY 2020,M22 4RY, , , , ,218770886,FNCSCH420AW
Department of Health,NHS Manchester CCG,31/07/2020,Health Promotion,NON RECURRENT PROGRAMMES,SALFORD ROYAL NHS FOUNDATION TRUST,33357995,-47446.69,,BB3 0FG, , , , ,654939786,Z0002221
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,MANCHESTER CITY COUNCIL,33358065,140000,,M15 5NX, , , , ,GB149151958,8500613824
Department of Health,NHS Manchester CCG,31/07/2020,Telecoms-Phone Rental and Calls,PROGRAMME PROJECTS,SALFORD ROYAL NHS FOUNDATION TRUST,33377794,164352.01,,BB3 0FG, , , , ,654939786,S0036336
Department of Health,NHS Manchester CCG,31/07/2020,Services From Local Authorities,PROGRAMME PROJECTS,MANCHESTER CITY COUNCIL,33377839,395457,,M15 5NX, , , , ,GB149151958,8500614660
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,QUALIA CARE LTD,33390681,-3752.14,,LS1 2SP, , , , ,,12940A
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-Mental Health (<65),CHC ADULT FULLY FUNDED,QUALIA CARE LTD,33390681,-14286.17,,LS1 2SP, , , , ,,12940A
Department of Health,NHS Manchester CCG,31/07/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,QUALIA CARE LTD,33390681,-22366.16,,LS1 2SP, , , , ,,12940A
Department of Health,NHS Manchester CCG,31/07/2020,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,GMCVO,33390685,68841,,M12 6FZ, , , , ,,4501
